Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,15-04-2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
"Egypt, Arab Rep.",EGY,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,-3.167914566,-3.119680241,0.565092117,-9.311642226,0.802685992,17.58479047,-7.801484774,2.030075188,6.238065866,3.068721728,1.882458579,3.435567132,3.158634196,-0.674911055,1.067535299,3.204638796,1.67092489,9.101241384,7.435419401,4.552157631,7.913220488,3.563452758,10.39189892,11.9358224,8.919600974,11.21451338,10.30003194,6.327025948,1.526903429,6.523640992,4.880796718,-0.077628595,0.107853155,0.71003632,0.818721618,-0.563878053,-6.262719502,3.292157153,0.414129139,1.54106846,6.922011355,-8.758194081,-2.358703013,2.199095783,4.88781543,4.366206699,0.142669652,-5.661308504,
Euro area,EMU,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,ESP,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,EST,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ethiopia,ETH,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,-17.67065668,13.22028145,12.90948702,2.807315014,0.393303173,2.642189474,-10.98741925,-6.519588636,0.549614575,11.0775593,2.108988458,13.64489849,10.27211655,10.66616185,8.177187343,3.831148609,17.6354832,12.7439479,-5.114907985,2.972377102,-2.617063494,-4.08090893,-8.292553683,-17.12177624,,,,,,,,,,,,,,,,
European Union,EUU,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fragile and conflict affected situations,FCS,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,FIN,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiji,FJI,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.778873431,4.337874671,10.52646548,9.994110554,8.039288676,7.49017957,2.036998538,1.905722559,13.76716679,4.938892905,4.634663663,-0.093110327,4.868426454,0.12637703,3.473075989,5.805544749,5.715797036,6.374077023,3.127572744,-1.759995185,3.308231576,2.396639496,-5.99464056,3.177970316,3.135431678,3.974547618,4.191844428,4.411148973,7.784400836,8.673453795,2.912603954,0.836818516,
France,FRA,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Faroe Islands,FRO,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.47189331,12.88941453,14.25596153,11.65997456,16.07572735,14.09897903,14.06519173,15.16653283,15.42027449,14.24024467,13.98474595,14.03593423,10.52113421,8.926581578,9.508567183,11.12614224,12.55405106,6.718942254,14.96771926,12.30404447,22.11128033,13.21584386,5.969514082,5.95994898,18.77563452,18.86248155,10.42997415,,,
Gabon,GAB,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,GBR,Real interest rate (%),FR.INR.RINR,,,,,,,,2.646966936,2.110721441,0.56871428,-1.82936155,-0.44971208,0.290841683,-0.382676747,-5.266169049,-12.16740695,-3.485790044,-4.220039242,-2.121343145,-0.3258913,-2.832918813,1.510933362,4.200561514,4.473298586,4.427354435,6.389135555,6.293170956,4.073338967,3.733549894,5.471718155,6.378848663,4.957660397,6.041855301,3.193314356,4.013230391,-4.301166961,1.748871595,6.720098453,5.873003368,3.909559539,4.788497143,3.557367143,1.841917583,1.27823498,1.745980732,1.658371656,1.795678025,3.189036251,1.206755425,-1.228910117,-1.072045031,-1.65955031,-1.026900718,-1.576192178,-0.808242607,,,,,,,,,,
Georgia,GEO,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.65594994,12.59150174,8.908861373,7.942062786,6.95969854,7.712041662,20.43860617,-0.052416138,5.334216452,14.47513678,14.3391998,6.998579186,6.748175912,10.1159781,3.662257128,7.377483629,6.558656698,4.635435104,2.06923029,5.10459322,10.26012186,
Ghana,GHA,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gibraltar,GIB,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,-32.8072595,-9.633813505,-5.469330123,-4.141396945,3.314727695,-1.048072247,0.617798332,23.66678603,20.28236584,14.6752858,19.15785737,18.79631043,15.71537969,15.01263906,12.29996312,10.93101569,,,,,,,,,,,,,,,,,,,,,,,
"Gambia, The",GMB,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,-17.88547999,-8.907682262,7.948365224,18.08058833,11.51499525,12.98220621,-45.94845708,24.32561222,19.91682355,20.45012127,20.27487219,15.80848626,33.46679226,18.93827331,27.09540134,21.31056585,21.80095962,12.32764712,14.56180197,-29.70805924,29.58576079,28.0808453,22.50814651,23.93164352,21.51562863,20.21468541,22.40355815,23.26043865,20.83094149,22.13467873,,,24.13189631,19.68012043,20.46808658,25.25839564,11.28481801,9.357836646,4.453296545,
Guinea-Bissau,GNB,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.033614909,9.377997438,-1.16859706,-6.898170915,9.15282226,-0.096642279,-2.947827756,5.067767332,6.278306341,3.989016188,-8.178068285,2.386478895,-4.761146387,,,,,,,
Equatorial Guinea,GNQ,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,GRC,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grenada,GRD,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,7.8356291,10.78175133,5.358728924,4.279088426,8.783509374,7.847316973,5.211646053,3.05430969,12.30758513,5.279920869,7.702599485,9.765036458,7.594953394,7.784522041,7.128352362,9.285551858,9.823877838,10.383237,8.493010368,7.87371781,10.89653084,12.13463967,7.991377657,7.391312726,4.988611962,7.267924037,1.558916371,11.00404266,10.0470161,10.43803745,5.580645485,6.166845617,8.346067682,6.037649233,5.836425342,6.684312296,8.599878241,4.106838563,7.154646579,3.653053914,4.736474445,2.992578803,
Greenland,GRL,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.588412693,6.448926428,13.77560364,13.15317506,26.02784521,9.763381368,10.05740833,7.344549242,6.969818057,7.411952972,5.341266302,3.641592342,9.892832099,7.803198652,6.113829832,9.778618455,9.906354068,10.60955538,10.75584871,10.12049423,11.11202392,11.50541688,8.859152325,9.383973364,8.744200525,5.274930979,4.988067349,
Guam,GUM,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,8.778220754,9.657107611,5.582384315,-3.589612088,0.42782349,2.410327062,-27.54117256,-6.936632349,-54.69841643,-15.14568615,-43.05818134,15.62141973,2.062071715,1.534184849,6.113205867,13.33847421,15.37895561,13.39943163,5.303299611,10.05349534,16.6319782,13.35647552,9.810426511,7.273623534,6.418515761,-58.3271743,5.914206812,4.589259232,13.235672,10.1656426,11.75877642,8.721191673,14.11241913,15.26002232,9.542339621,11.99409599,10.66604441,16.35987741,7.301759348,48.52033122,-11.06269277,-3.251618872,24.37957422,
High income,HIC,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hong Kong SAR, China",HKG,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.263855922,0.25313792,-2.334882886,-1.945439163,0.991023224,4.567132494,2.490603028,2.964873857,8.571398328,13.13357531,13.10997092,8.773424937,8.80561311,11.71127801,8.932390632,6.367951101,8.496911606,4.290472475,3.980014028,5.395674469,4.716603382,1.060783611,1.405356718,3.130773331,2.090160304,1.308743214,3.307542281,2.060071061,1.333319667,2.99794473,4.334042986,4.287055146,3.3585866,2.912190925,
Honduras,HND,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,8.130636193,11.65091413,12.52720682,14.39927492,13.69643576,13.0074711,5.676525794,3.516751219,-6.366507517,-3.491085581,17.37092159,10.05306851,2.749490935,2.615736404,9.770487562,13.05954277,18.48929367,20.98686506,17.43690983,14.50701917,16.70233414,14.22506592,12.61077139,10.76809208,11.47428245,9.359386039,9.412844122,10.95295752,13.55479289,9.971806992,14.35696298,18.45328242,12.88062187,12.83497683,15.09853656,14.10912758,15.55407811,13.52611851,13.15950051,10.85992656,4.843586541,7.74172345,
Heavily indebted poor countries (HIPC),HPC,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.479531828,-41.95712884,-2.635266745,17.99074319,8.024112034,7.000457254,11.0427697,7.400463111,5.105227674,8.666442979,6.976161991,7.837072426,7.83280466,5.82660114,4.837226928,4.302065781,8.320792373,9.370335825,7.883223416,7.957066768,8.451835241,8.442771615,,,,,,,,,,
Haiti,HTI,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-29.48663993,-2.560832097,9.18800988,1.362148035,1.395075681,7.532693464,-39.12982237,4.063344806,7.000963742,4.427537816,4.942942782,11.92660453,11.3183065,18.22175187,4.558151262,5.132279683,9.393317859,6.987364203,0.671275932,0.597120821,8.36864816,7.335487261,-2.135389703,-0.905881386,6.163884496,-4.740152627,-3.413247764,-4.718161778,-13.11914161,-13.15302126,
Hungary,HUN,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.176349599,1.344815693,2.473977924,-0.414709331,9.497899981,3.419028476,6.618854514,4.636167513,4.410760448,1.252168709,4.841254061,7.603942145,2.752713327,0.963652219,1.921863015,3.955080634,7.35881292,5.76253091,4.266708401,3.454232985,5.1290212,6.56224477,4.929511313,6.270716359,5.937038459,3.387825758,0.727927851,0.123325583,0.758582251,-2.449840292,-3.220353563,-2.855934221,-4.165625787,-3.264501158,-3.130410331,0.481988652,
IBRD only,IBD,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA & IBRD total,IBT,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA total,IDA,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IDA blend,IDB,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Indonesia,IDN,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,18.82609796,4.881607487,13.442823,11.15598824,10.75316306,15.41486706,15.60691171,1.203573126,9.263077251,8.162954671,9.699419192,8.21356548,-24.60016808,11.82652643,-1.654212471,3.719985957,12.3224125,10.85207115,5.134410231,-0.245735467,1.658151422,2.339674091,-3.852245026,5.747952096,-1.746097536,4.594376749,7.750188565,6.374931242,6.792118581,8.349910635,9.224432344,6.501563996,6.471249839,8.62940479,9.98592672,2.75322395,-0.95529661,7.281955254,
IDA only,IDX,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Isle of Man,IMN,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,10.77463133,-1.061145746,4.476508261,5.118236741,7.774707244,7.320986685,7.94709992,8.681673585,9.093224145,6.560180094,7.638632996,7.435843248,5.269526998,3.624716596,9.132749406,5.814776512,4.337109738,5.864178109,7.7929943,6.909578995,5.121276329,9.191247322,8.342610831,8.591449296,7.907177189,7.30788116,4.910128303,4.855145172,2.570606702,5.681844065,3.77175625,4.808592108,-1.983859221,1.317980862,2.473520489,3.865992863,6.69517609,7.556488414,6.232711415,5.327608862,5.36166639,6.894875427,4.135999578,0.316945144,1.704610929,,
Not classified,INX,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Iran, Islamic Rep.",IRN,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.461675857,-3.467024754,-0.508448106,-8.897954188,-6.214920244,7.076087984,-3.350481528,-16.79755009,-6.686527474,-18.84519306,3.86413889,13.98544676,7.861272686,,,,,,,,
Iraq,IRQ,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.316229749,1.004674317,-3.445455287,-16.51539408,-7.053046888,3.79616044,-8.419722882,44.33097173,-1.922094573,-8.467921829,10.90655086,13.58787276,18.28905906,57.62593122,26.39970828,,,,,,,,
Iceland,ISL,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,-4.325765963,-19.48904659,-3.189945118,0.390247039,-4.664420259,5.554013545,5.798262291,4.149360479,0.878499145,8.444881355,9.280595848,12.05564476,7.7612354,8.335889677,9.713222928,9.865850697,7.705447016,9.469769491,12.28092481,8.505916523,8.967920185,11.40205425,9.098273308,11.36328502,8.555127009,14.33644941,7.143954326,7.385020293,3.655369094,4.463192565,4.72101403,5.901739895,3.457644457,1.466679258,5.843688141,6.260183009,4.212530388,2.386847746,1.675536616,-0.909890205,-1.182799754,5.517036903,
Israel,ISR,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.66834635,3.2277007,1.099231716,3.030457747,3.455645341,2.805753572,1.601439229,2.3142605,1.009646234,-1.687856846,,
Italy,ITA,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.291348309,5.452176266,6.585797056,11.64704468,10.34007134,8.152557572,7.920644393,8.091711478,7.767710578,6.129394537,4.79735241,5.175823898,4.098202175,3.128116184,2.581328195,2.802701859,3.163790646,3.332053043,3.774839391,4.328629072,2.932157757,3.413420208,2.82160351,3.461197426,3.973647986,3.928657805,3.320481576,2.220281914,2.274864132,1.59237084,1.539375726,0.739269304,0.733185623,-1.251162981,-0.875338875,
Jamaica,JAM,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,2.36180738,1.216593549,-10.1844178,-1.662053785,-2.24424896,7.148892159,7.499940703,0.007327129,-12.79070919,-2.811052272,0.377481935,13.19593008,11.72209101,11.43398394,4.302950753,-8.574057862,-9.51239671,-5.951801115,13.99636859,14.68989268,17.63412732,21.21680819,19.00286121,18.78944944,11.5395515,11.87314992,8.633558839,6.506314028,4.677446369,5.285866926,8.07942404,5.279057528,2.88781677,4.276962292,9.693284432,12.96180044,10.37456239,8.578676322,9.620375908,9.677050802,11.2974879,7.841678201,8.668017564,9.513194465,8.309335384,3.786210143,-1.234776194,-0.031236104,
Jordan,JOR,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.95795268,6.230650638,12.74661342,12.26379235,10.08388381,9.169880498,6.999114167,5.006628047,5.490036198,-2.233285551,3.453389478,-11.80766163,5.898580861,0.875955637,2.646406244,3.9901971,2.700469426,5.360006858,6.172976266,6.662253029,6.49396019,6.246631014,7.755163184,8.247864681,4.708471174,4.631108018,7.038072697,
Japan,JPN,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.312357955,3.93924918,4.050494997,3.117254681,1.934613154,2.348223426,3.444634362,3.449521334,3.087795385,3.301822933,3.48582884,2.924240609,2.90562806,2.548823046,2.606878389,2.846981386,2.306032611,3.545761915,3.174489687,2.180076528,1.664021933,-0.459381592,-0.94844123,0.62219276,1.069144407,,,,,,,
Kazakhstan,KAZ,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,KEN,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,20.06938633,7.701926991,-1.092377058,-5.64352717,-1.640905658,-7.490083755,-5.902336362,6.712201813,4.128561073,0.942589238,1.410506084,2.605412414,3.572394451,3.835120319,5.257537652,4.864495046,8.157389637,8.026232319,6.815211935,7.332797066,5.745512648,1.825329188,3.413472407,16.42810989,15.80164834,-5.77658854,16.87956849,21.09632603,17.45404878,15.32743345,17.81250097,17.35814064,9.770510927,5.045257597,7.609987546,-8.009866971,4.819090788,-0.984996972,-10.09600357,12.52695849,4.526185832,9.313511345,9.29394636,8.249078992,6.268805783,10.11812871,5.656747616,8.487960475,7.831100748,6.714634409,7.427581005,5.02892163,7.050093845,
Kyrgyz Republic,KGZ,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.1214953,36.81333224,43.87352866,15.58210305,23.05040235,30.52082268,33.1909432,19.30883194,17.34746593,13.41396911,12.50607123,7.261727084,3.019118014,21.74040098,12.43804433,1.058988802,13.19759191,17.59058869,10.80871833,19.53336065,17.42687928,12.68917742,15.53033705,8.364750007,11.10267685,0.543018693,-0.829301475,5.017049423,
Cambodia,KHM,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kiribati,KIR,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Kitts and Nevis,KNA,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,0.717769745,-6.721451348,2.617702562,8.746617926,5.011927147,7.013256002,4.88139592,4.970902692,3.714168545,5.385347301,3.510706605,7.597846456,5.191597987,8.126660351,4.395984907,10.02909009,10.2131381,5.956906649,8.386958377,8.200496852,17.88365272,7.493374094,7.167938678,10.37383558,6.176204043,11.85115854,-4.263509617,2.778076366,7.24857551,5.51338524,7.938364301,3.582667814,9.438159083,8.435968493,7.984643631,9.467940947,7.933369209,4.14506836,9.020360359,8.44236757,14.20616583,10.83081582,3.509972626,1.448588007,
"Korea, Rep.",KOR,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.679742736,7.570319386,10.34041448,10.7579741,7.447142697,4.087645473,3.626044041,2.693739372,2.692081299,4.505016532,6.224588621,4.034859563,4.222685184,1.969452026,2.700250556,4.418990751,4.092791268,3.588241715,3.326270741,0.337001849,1.354559423,1.2266202,3.164269211,4.321429493,1.218859926,0.117975152,2.978979865,3.06189297,
Kuwait,KWT,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,-24.8310075,-23.95079053,-1.82519065,8.556014074,19.43044035,8.201300085,3.700359206,46.20476285,-2.636535179,3.646548076,10.27461573,7.911383618,8.648404579,6.050035329,16.5631803,14.31942795,3.355883388,-5.834464731,14.18069143,31.49230024,-8.068204393,-9.670492972,16.90807086,1.268606946,0.472936585,-5.149114942,-11.72097796,-6.539551299,4.054288247,-9.312048743,28.15807975,-5.113880201,-10.26588621,-2.32907656,4.328630682,11.82558148,40.85973759,12.14487177,-9.925022605,-5.815110842,4.926987765,24.65676664,-19.46861685,-12.55289539,13.26000172,
Latin America & Caribbean (excluding high income),LAC,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lao PDR,LAO,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.5322976,18.87483107,12.72449402,15.13399663,5.000306938,11.67268672,,-29.932136,-42.09865184,5.771115148,15.88950025,21.64710396,15.02855589,16.76709694,16.7460943,17.32311831,19.60354616,13.90416092,28.54400474,12.28603495,,,,,,,,,,,,,,
Lebanon,LBN,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-19.15344956,21.16039869,-6.531972114,-28.9859086,3.034490896,14.84184474,12.65987862,23.06925464,7.838176764,,18.51498374,20.67041118,19.00416046,11.11435384,11.66594611,12.19354397,11.82784324,9.297376921,6.906533194,2.260586371,-0.649418007,7.713429522,4.431035601,-0.220386929,4.649984661,7.161348674,3.633832079,7.414932183,5.396472991,3.385546529,6.166022462,,,,,
Liberia,LBR,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,13.96188489,13.02298974,24.23465681,14.58940063,17.94354571,13.91132186,-2.750367591,4.038605161,10.21261561,,8.04274198,16.28638384,,8.714889042,8.502420121,9.324785484,29.81828687,30.43397414,15.65771514,-21.64040163,21.26684749,21.90277433,1.337680824,1.058508133,16.4626541,5.834631673,2.703595526,-2.495873094,17.38281664,7.257863943,2.54895434,5.307353478,8.378989667,12.58084393,13.53546469,6.185715732,16.29470396,,,,,,,
Libya,LBY,Real interest rate (%),FR.INR.RINR,,,,,3.26047467,1.902090017,-0.952871415,0.814827093,1.437688206,6.355237317,6.91233145,-11.13229859,5.617312444,-12.6674712,-24.37065582,14.34919377,1.284760438,-0.827647433,11.99371238,-15.48524797,-19.67097654,-2.647594237,18.52008963,6.113716406,14.4434833,8.357253913,16.0998871,-11.50146024,30.1311607,5.879940262,2.194298885,12.78274808,-2.012059412,5.279581603,,,,,,-17.67860426,-5.566178581,-0.172482038,-15.91177364,-6.437915462,-13.47576608,-17.45645574,-11.15159928,3.475825037,-14.3153031,41.04610281,-11.1323837,-14.75176708,0.017049601,5.909561345,7.077849938,,,,,,,,,,
St. Lucia,LCA,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,5.913103309,23.11125538,11.04926237,-4.14422413,9.868143356,9.833815225,5.573190261,10.49696769,6.350404818,2.681317933,6.089792134,10.87546923,10.70222547,8.267746271,7.250363083,12.30265291,9.53408906,8.76067737,10.22054708,11.81528447,14.01282571,12.12586335,9.287497971,10.28978127,3.469106,5.332397301,6.304614312,7.36560346,10.23099536,4.926560929,8.47001457,7.339185449,2.895599233,5.027562021,5.442207065,8.532953134,4.719840507,7.860254319,5.211018041,13.25264176,-4.333406894,2.199998094,4.842708966,
Latin America & Caribbean,LCN,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Least developed countries: UN classification,LDC,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Low income,LIC,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liechtenstein,LIE,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.514847021,4.676585245,1.468679128,0.611364964,0.312845407,1.413562674,2.6732136,2.204690475,9.248011791,-13.17004174,5.223912626,2.551872342,5.835557368,5.80537155,3.827736643,4.789413237,5.780781478,6.959910977,7.098875133,,,,,
Lower middle income,LMC,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Low & middle income,LMY,Real interest rate (%),FR.INR.RINR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
