"Annex table 1. FDI inflows, by region and economy, 1990–2023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(Millions of dollars),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Region/economy,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Republic of Korea,1  045.6,1  455.2,1  001.6,  832.3,1  136.6,2  487.1,2  782.6,3  301.1,5  989.2,10  726.3,11  509.4,6  522.3,5  475.1,7  010.0,13  294.4,13  643.2,9  161.9,8  826.9,11  187.5,9  021.9,9  497.4,9  773.0,9  495.9,12  766.6,9  273.6,4  104.1,12  104.3,17  912.9,12  182.6,9  634.3,8  764.9,22  060.4,25  044.7,15  178.4
Bermuda,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  34.7,  102.7,  60.5,  66.9,  41.8,  5.4,  12.9,  831.6,  43.7,  261.0,  610.6,  78.2,-  70.4,  230.7,-  257.9,  47.6,  54.9,-  3.4,-  143.1,  82.0,-  288.1,  95.4,  5.0,  112.0,  1.5,  9.9,  156.4
Developing economies,33  608.2,37  876.1,52  579.7,76  275.3,102  174.3,116  735.7,146  305.6,185  086.4,171  936.2,207  975.7,222  711.3,212  988.0,165  395.2,194  038.1,258  027.9,322  840.3,391  357.7,506  880.1,554  126.5,436  788.7,608  801.8,669  561.4,669  878.7,663  030.2,686  938.2,739  675.1,674  920.4,700  835.6,701  389.2,704  488.9,646  982.8,889  964.9,929  551.3,867  416.7
Africa,2  845.2,3  543.6,3  840.0,5  443.9,6  104.5,5  665.1,6  047.9,11  030.2,9  991.9,11  893.8,10  381.8,19  972.8,14  761.4,18  157.0,17  646.7,29  408.1,34  392.7,51  380.0,59  203.5,57  414.7,47  968.3,47  646.4,57  978.6,51  083.3,54  773.5,58  403.8,47  710.2,40  518.5,43  772.2,46  974.7,41  048.1,82  195.8,54  465.0,52  632.9
North Africa,1  155.5,  914.1,1  595.8,2  411.7,2  277.4,1  228.2,1  468.2,2  746.9,2  993.2,3  347.9,3  250.1,5  357.6,3  871.6,5  265.6,6  443.9,11  613.4,21  594.5,23  096.9,22  205.5,18  141.5,15  745.9,7  548.3,15  759.0,11  964.4,12  038.8,12  326.7,13  841.2,13  274.6,15  406.6,13  550.1,9  797.3,9  508.8,15  323.4,13  461.4
Algeria,  40.0,  80.0,  30.0,  0.0,  0.0,  0.0,  270.0,  260.0,  606.6,  291.6,  280.1,1  113.1,1  065.0,  637.9,  884.7,1  145.6,1  888.5,1  743.6,2  632.0,2  754.1,2  301.2,2  580.6,1  499.4,1  696.9,1  506.7,-  584.5,1  636.3,1  232.3,1  474.6,1  381.8,1  139.7,  869.7,  254.7,1  216.3
Egypt,  734.0,  253.0,  459.0,1  206.5,1  133.4,  595.2,  636.4,  886.9,1  075.5,1  065.3,1  235.4,  509.9,  646.9,  237.4,2  157.4,5  375.6,10  042.8,11  578.1,9  494.6,6  711.6,6  385.6,-  483.0,6  031.0,4  256.0,4  612.0,6  925.2,8  106.8,7  408.7,8  141.3,9  010.0,5  851.8,5  122.0,11  399.9,9  840.6
Libya,  158.9,  91.9,  99.1,  58.2,-  72.6,-  88.5,-  111.7,-  67.9,-  127.9,-  128.1,  141.0,-  133.0,  145.0,  143.0,  357.0,1  038.0,2  064.0,3  850.0,3  180.0,3  310.0,1  909.0,  0.0,1  425.0,  702.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0
Morocco,  165.0,  317.0,  424.0,  491.0,  551.0,  332.0,  322.0,1  204.7,  400.2,1  380.4,  422.0,2  807.1,  480.7,2  314.5,  894.6,1  654.0,2  449.4,2  804.5,2  487.1,1  951.7,1  573.9,2  568.4,2  728.4,3  298.1,3  560.9,3  254.8,2  157.1,2  686.0,3  558.9,1  720.0,1  419.2,2  266.5,2  260.1,1  094.6
South Sudan,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  161.0,-  793.0,  44.0,  0.2,-  7.9,  1.4,  60.1,-  231.8,  17.5,  67.5,  121.5,-  6.3
Sudan,-  31.1,-  0.6,  0.1,-  0.2,  99.2,  12.0,  0.4,  97.9,  370.7,  370.8,  392.2,  574.0,  713.2,1  349.2,1  511.1,1  617.1,1  841.8,1  504.4,1  653.1,1  726.3,2  063.7,1  734.4,2  311.0,1  687.9,1  251.3,1  728.4,1  063.8,1  065.3,1  135.8,  825.4,  716.9,  522.9,  573.5,  548.2
Tunisia,  88.7,  172.8,  583.6,  656.2,  566.4,  377.5,  351.1,  365.3,  668.1,  367.9,  779.5,  486.5,  820.8,  583.6,  639.1,  783.1,3  308.0,1  616.3,2  758.6,1  687.8,1  512.5,1  147.9,1  603.2,1  116.5,1  063.8,1  002.7,  885.0,  880.8,1  035.9,  844.8,  652.1,  660.2,  713.7,  768.0
Other Africa,1  689.7,2  629.5,2  244.2,3  032.2,3  827.2,4  436.9,4  579.7,8  283.3,6  998.7,8  545.8,7  131.7,14  615.2,10  889.8,12  891.4,11  202.8,17  794.7,12  798.2,28  283.1,36  998.1,39  273.2,32  222.4,40  098.0,42  219.6,39  118.9,42  734.8,46  077.1,33  869.0,27  243.9,28  365.5,33  424.5,31  250.8,72  687.1,39  141.5,39  171.5
Central Africa,-  1.2,  22.2,  161.6,  217.6,-  59.4,-  103.8,  0.6,-  103.3,  723.4,  487.6,  670.4,1  591.0,2  221.3,2  678.6,1  514.4,2  032.3,1  388.3,5  274.0,4  469.3,5  457.0,7  799.2,5  551.9,5  460.7,5  427.2,5  320.0,9  314.9,7  104.1,9  091.7,8  822.4,9  254.0,8  917.2,6  607.1,7  083.0,5  875.1
Burundi,  1.3,  0.9,  0.6,  0.5,  0.0,  2.0,  0.0,  0.0,  0.0,-  0.6,  11.7,  0.0,  0.0,  0.0,  0.0,  0.6,  0.0,  0.5,  3.8,  0.3,  0.8,  3.4,  0.6,  7.4,  47.1,  7.4,  0.1,  65.3,  6.7,  30.3,  21.2,  22.4,  25.3,  28.5
Cameroon,-  112.8,-  14.5,  29.2,  5.1,-  9.0,  7.3,  101.3,  78.3,  215.1,-  15.5,  158.8,  73.3,  601.7,  336.3,  86.1,  234.0,  16.4,  191.0,-  24.2,  668.3,-  0.6,  355.4,  739.2,  567.2,  726.5,  694.3,  663.9,  814.5,  765.1,1  024.8,  675.2,  963.5,  925.7,  799.2
Central African Republic,  0.7,-  4.9,-  10.7,-  10.0,  3.6,  6.2,  10.9,  1.5,  7.3,  6.0,  0.9,  5.2,  5.6,  11.3,  15.1,  10.1,  34.7,  56.8,  117.1,  42.3,  61.5,  36.9,  70.0,  1.9,  3.5,  3.0,  7.3,  6.9,  18.0,  25.6,  1.7,  5.4,  24.0,  38.7
Chad,  9.4,  4.2,  2.0,  15.2,  27.1,  32.6,  39.5,  44.3,  21.7,  24.5,  115.2,  459.9,  924.1,  712.7,  466.8,-  99.3,-  278.4,-  321.7,  466.1,  374.9,  313.0,  281.9,  579.8,  520.2,-  675.5,  559.6,  244.7,  363.4,  460.9,  566.6,  557.7,  705.1,  614.0,  913.3
Congo,  22.6,  32.8,  2.7,  286.1,  3.0,  121.8,  72.6,  79.2,  32.8,  520.6,  165.9,  77.3,  136.8,  323.1,-  8.5,  585.2,  553.6,1  467.6,2  031.9,1  272.9,  928.4,  186.3,-  282.8,  609.4,1  659.5,3  803.3,1  611.6,4  417.0,4  315.3,3  366.1,4  015.5,  532.0,  532.3,  626.5
"Congo, Democratic Republic of",-  14.5,  12.4,-  0.7,  6.9,-  1.5,-  22.4,  24.8,-  44.4,  61.3,  11.2,  94.2,  102.2,  187.6,  391.3,  409.0,  266.6,  256.1,1  808.0,1  726.8,  663.8,2  939.3,1  686.9,3  312.1,2  098.2,1  843.2,1  673.5,1  204.7,1  340.2,1  616.8,1  488.1,1  646.9,1  870.0,1  845.8,1  634.6
Equatorial Guinea,  11.1,  41.3,  6.0,  22.3,  17.0,  63.3,  247.6,  53.5,  274.8,  154.3,  154.5,  940.7,  323.4,  689.8,  340.9,  769.1,  469.5,1  242.7,-  793.9,1  636.2,2  734.0,1  975.0,  985.3,  582.9,  167.9,1  187.7,1  755.3,  384.8,-  144.5,  821.4,-  9.1,  561.6,1  388.2,  141.8
Gabon,  73.5,-  54.6,  126.9,-  113.7,-  99.6,-  316.7,-  498.6,-  318.4,  99.2,-  217.7,-  42.6,-  89.1,  37.0,  206.1,  193.7,  242.3,  267.8,  710.7,  760.2,  664.0,  521.7,  874.9,-  220.9,  771.2,1  047.7,  990.8,1  243.7,1  314.0,1  379.1,1  553.1,1  716.5,1  529.2,1  104.6,1  150.7
Rwanda,  7.7,  4.6,  5.5,  5.8,  0.0,  2.0,  2.2,  2.6,  7.1,  1.7,  8.1,  18.5,  1.5,  4.7,  7.7,  8.0,  30.6,  82.3,  102.3,  118.7,  250.5,  119.1,  255.0,  257.6,  458.9,  379.8,  342.3,  356.4,  381.9,  353.8,  259.5,  399.3,  496.4,  523.3
São Tomé and Principe,  0.0,  0.0,  0.0,-  0.5,  0.0,  0.0,  0.3,  0.1,  4.2,  3.0,  3.8,  3.0,  3.6,  3.4,  3.5,  15.7,  38.0,  36.0,  79.1,  15.5,  50.6,  32.2,  22.5,  11.1,  41.4,  15.5,  30.6,  29.2,  23.2,  24.2,  32.0,  18.6,  126.7,  18.4
East Africa,  132.9,  92.1,  98.9,  133.3,  218.8,  401.0,  419.9,  808.5,  811.3,  971.0,1  854.6,1  122.5,1  022.7,1  312.2,1  419.5,1  868.3,2  266.4,4  552.5,6  023.7,6  531.1,6  894.9,7  158.4,8  263.4,8  112.5,7  308.0,7  716.8,8  301.8,8  779.0,7  918.4,7  681.2,7  439.3,10  081.7,11  543.3,11  225.6
Comoros,  0.4,  2.5,-  1.4,  0.2,  0.2,  0.9,  0.5,  0.0,  0.4,  0.3,  0.1,  1.1,  0.4,  0.8,  0.7,  0.6,  0.8,  7.7,  4.6,  13.8,  8.3,  23.1,  10.4,  4.2,  4.7,  4.9,  3.6,  3.9,  5.7,  3.7,  3.9,  4.0,  3.8,  5.0
Djibouti,  0.1,  2.3,  2.3,  1.4,  1.4,  3.2,  3.3,  3.1,  3.2,  3.2,  3.3,  3.4,  3.4,  14.2,  38.5,  22.2,  108.3,  195.4,  228.9,  74.7,  36.5,  79.0,  110.0,  286.0,  153.0,  124.0,  160.0,  165.0,  170.0,  175.0,  158.2,  168.0,  190.9,  137.0
Eritrea,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  36.7,  41.1,  148.5,  83.2,  27.9,  12.1,  22.8,  25.0,  24.1,  1.4,  15.4,  7.2,  39.0,  91.0,  91.0,  39.0,  41.4,  43.9,  46.5,  49.3,  52.3,  55.5,  61.0,-  60.7,-  30.3,-  31.2,-  32.0,  2.1
Ethiopia,  12.0,  6.0,  0.2,  3.5,  17.2,  14.1,  21.9,  288.5,  260.7,  70.0,  134.6,  349.4,  255.0,  465.0,  545.1,  265.1,  402.5,  668.8,  951.5,  905.6,1  002.4,1  128.9,1  186.2,1  343.9,1  855.1,2  626.5,4  142.9,4  017.2,3  360.4,2  548.7,2  381.0,4  259.5,3  670.1,3  263.0
Kenya,  57.1,  18.8,  6.0,  2.0,  4.3,  33.0,  10.5,  53.0,  11.4,  13.8,  110.9,  5.3,  27.6,  81.7,  46.1,  21.2,  50.7,  897.4,  642.7,1  855.2,1  882.1,2  233.9,2  175.1,1  978.4,1  513.9,1  463.7,1  138.6,1  403.6,1  139.4,1  098.4,1  509.6,1  406.2,1  597.2,1  504.3
Madagascar,  22.4,  13.7,  21.1,  15.4,  5.7,  9.7,  10.2,  13.8,  16.1,  58.4,  83.0,  93.1,  61.1,  95.5,  95.2,  86.0,  294.5,  740.5,1  392.7,1  269.4,  764.7,  788.1,  777.6,  551.3,  313.7,  435.8,  450.6,  357.9,  352.6,  474.3,  358.5,  357.5,  467.8,  414.5
Mauritius,  41.0,  19.0,  14.8,  15.4,  20.0,  18.7,  36.7,  55.3,  12.2,  49.4,  276.8,-  25.6,  32.1,  62.1,  11.2,  41.6,  105.3,  339.1,  382.9,  247.8,  429.9,  433.3,  589.0,  293.4,  455.6,  216.5,  378.8,  480.0,  460.5,  444.1,  224.7,  253.2,  579.8,  759.8
Mayotte,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  5.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0
Reunion,  0.0,  7.4,  39.4,  0.1,  0.0,  0.0,  0.0,  0.0,  0.7,  1.5,  0.0,  0.2,  0.1,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0
Seychelles,  0.3,  21.6,  1.6,  18.8,  30.7,  45.9,  28.8,  53.4,  53.2,  55.2,  24.3,  64.7,  47.7,  58.4,  37.4,  85.9,  145.6,  181.6,  182.1,  171.4,  210.8,  207.4,  261.4,  170.3,  230.0,  194.5,  155.2,  186.6,-  66.1,  30.4,  164.5,  224.8,  212.1,  238.5
Somalia,  5.6,-  0.2,-  0.1,  2.0,  1.0,  1.0,  1.3,  1.1,  0.0,-  0.8,  0.3,  0.0,  0.1,-  0.9,-  4.8,  24.0,  96.0,  141.0,  87.0,  108.0,  112.0,  102.0,  107.3,  258.0,  261.0,  303.0,  330.0,  369.0,  408.0,  447.0,  534.0,  601.0,  636.0,  676.5
Uganda,-  5.9,  1.0,  3.0,  54.6,  88.2,  124.5,  121.5,  141.5,  132.6,  140.2,  180.8,  151.5,  184.6,  202.2,  295.4,  379.8,  644.3,  792.3,  728.9,  841.6,  543.9,  894.3,1  205.4,1  096.0,1  058.6,  737.7,  625.7,  802.7,1  055.4,1  303.0,1  191.5,1  648.2,2  952.9,2  886.0
United Republic of Tanzania,  0.0,  0.0,  12.0,  20.0,  50.0,  150.0,  148.5,  157.8,  172.2,  496.6,1  012.6,  467.2,  387.6,  308.2,  330.6,  935.5,  403.0,  581.5,1  383.3,  952.6,1  813.3,1  229.4,1  799.6,2  087.3,1  416.1,1  560.8,  864.0,  937.7,  971.6,1  217.2,  943.8,1  190.4,1  264.7,1  338.8
Southern Africa,  4.6,1  148.0,  582.4,  559.6,  880.4,2  278.9,1  544.1,4  859.9,2  956.9,4  749.2,2  475.6,9  826.7,4  732.5,5  557.8,4  645.5,6  798.0,2  096.0,8  901.3,14  023.3,12  661.5,5  605.2,8  454.5,12  223.9,11  345.8,18  105.1,19  273.1,6  899.3,-1  022.5,3  498.5,4  513.5,4  870.9,42  372.7,7  449.8,9  108.6
Angola,-  334.5,  664.1,  288.0,  302.0,  170.1,  472.0,  180.6,  411.7,1  114.0,2  471.4,  878.6,2  145.5,1  743.5,3  577.0,2  197.2,-1  303.8,-  37.7,-  893.3,1  679.0,2  205.3,-3  227.2,-3  023.8,-1  464.6,-7  120.0,3  657.5,10  028.2,-  179.5,-7  397.3,-6  456.1,-4  098.5,-1  866.5,-4  355.1,-6  598.7,-2  085.6
Botswana,  95.9,-  8.2,-  1.5,-  287.4,-  14.2,  70.4,  71.2,  100.1,  95.3,  36.7,  61.2,  30.7,  403.4,  418.0,  391.0,  421.4,  486.4,  494.7,  520.9,  208.7,  218.4,  293.2,  146.5,  67.1,  515.2,  378.6,  142.5,  260.6,  286.0,  93.6,  31.8,-  318.9,  707.9,  198.5
Eswatini,  28.5,  85.4,  84.4,  71.9,  63.3,  43.5,  21.7,-  15.3,  152.7,  100.4,  105.8,  28.2,  96.4,-  63.9,  69.6,-  45.9,  121.0,  37.5,  105.7,  65.7,  119.6,  108.4,  31.5,  84.7,  25.5,  41.3,  21.4,-  56.0,  36.5,  130.2,  35.9,  117.5,  14.5,  29.3
Lesotho,  16.1,  7.2,  7.6,  15.3,  42.6,  23.4,  28.0,  31.7,  26.8,  32.7,  32.4,  29.7,  28.4,  43.9,  56.7,  27.4,  24.3,  75.6,  11.0,  91.3,  51.0,  150.0,  138.8,  123.6,  160.8,  206.5,  80.3,  42.1,  40.6,  35.4,  28.0,-  12.4,-  8.3,-  25.6
Malawi,  23.3,-  28.7,-  7.1,  8.0,  25.0,  5.6,  15.8,  14.9,  12.1,  58.5,  39.6,  39.4,  38.7,  13.3,  58.9,  99.1,  35.6,  124.4,  195.4,  49.1,  97.0,  812.7,-  8.9,  445.5,  598.7,  408.5,  115.7,  90.2,  77.0,  55.2,  252.2,  129.5,  243.2,  208.3
Mozambique,  9.2,  22.5,  25.3,  32.0,  35.0,  45.0,  72.5,  64.4,  234.9,  381.7,  139.3,  255.4,  347.3,  336.7,  475.5,  107.9,  112.6,  398.7,  591.6,  898.3,2  531.7,3  558.5,5  629.4,6  175.1,4  901.8,3  866.8,3  093.4,2  293.1,2  703.0,2  211.7,3  034.6,5  101.7,2  458.5,2  509.4
Namibia,  29.6,  120.5,  118.2,  55.3,  98.0,  153.0,  128.7,  83.8,  77.3,  19.6,  186.4,  365.2,  181.4,  148.7,  225.8,  385.2,  386.6,  733.0,  720.3,  841.2,  283.8,  817.1,1  060.8,  769.9,  441.2,  888.0,  355.6,  279.9,  208.6,-  178.9,-  146.5,  851.2,1  071.9,2  345.0
South Africa,-  78.5,  248.1,  3.5,  10.1,  379.6,1  241.2,  817.6,3  816.7,  561.5,1  503.2,  887.3,6  783.9,1  569.2,  733.7,  798.0,6  646.9,  311.5,6  538.1,9  209.2,7  502.1,3  635.6,4  242.9,4  558.8,8  300.1,5  770.7,1  729.4,2  235.0,2  008.4,5  449.6,5  125.0,3  062.3,40  215.1,9  230.8,5  232.8
Zambia,  202.8,  34.3,  45.0,  314.4,  40.0,  107.0,  127.1,  217.0,  238.0,  86.0,  121.7,  145.0,  298.4,  346.6,  364.0,  356.9,  615.8,1  323.9,  938.6,  694.8,1  729.3,1  108.5,1  731.5,2  099.8,1  488.7,1  304.9,  662.9,1  107.5,  408.4,  859.8,  245.2,  394.2,-  65.1,  108.0
Zimbabwe,  12.2,  2.8,  19.0,  38.0,  41.0,  117.7,  80.9,  135.1,  444.3,  59.0,  23.2,  3.8,  25.9,  3.8,  8.7,  102.8,  40.0,  68.9,  51.6,  105.0,  166.0,  387.0,  400.0,  400.0,  545.0,  421.0,  372.0,  349.0,  745.0,  280.0,  194.0,  250.0,  395.1,  588.4
West Africa,1  553.4,1  367.2,1  401.3,2  121.6,2  787.4,1  860.8,2  615.1,2  718.1,2  507.1,2  338.0,2  131.1,2  075.0,2  913.3,3  342.8,3  623.3,7  096.1,7  047.5,9  555.4,12  481.8,14  623.6,11  923.1,18  933.2,16  271.6,14  233.2,12  001.6,9  772.2,11  563.8,10  395.8,8  126.2,11  975.9,10  023.4,13  625.6,13  065.4,12  962.2
Benin,  62.4,  120.8,  77.6,  1.4,  13.6,  8.0,  13.5,  13.7,  32.7,  39.3,  59.7,  43.9,  13.5,  44.7,  63.8,  53.0,  53.2,  255.2,  169.8,  134.3,  176.8,  161.1,  281.6,  360.3,  405.7,  149.8,  131.8,  200.9,  194.1,  218.2,  174.0,  346.0,  376.0,  433.9
Burkina Faso,  0.5,  0.6,  3.1,  3.2,  18.4,  9.8,  16.2,  9.8,  4.4,  7.9,  23.1,  6.3,  15.0,  29.1,  14.3,  34.2,  33.6,  343.5,  105.8,  100.9,  34.6,  143.7,  329.3,  490.4,  356.4,  231.9,  390.6,  2.6,  268.4,  163.0,-  102.2,-  80.0,  669.7,  85.4
Cabo Verde,  0.3,  1.7,  0.5,  3.6,  2.1,  26.2,  28.5,  11.6,  8.8,  61.1,  43.4,  12.7,  38.5,  12.4,  35.5,  53.4,  130.6,  190.4,  207.5,  174.5,  159.0,  161.7,  129.0,  88.0,  181.4,  96.1,  126.0,  111.1,  103.2,  123.0,  67.6,  91.1,  93.4,  118.3
Côte d'Ivoire,  48.4,  18.5,  69.1,  175.2,  117.5,  211.8,  269.2,  415.5,  760.1,  235.3,  234.7,  272.7,  212.6,  165.4,  283.0,  311.9,  318.9,  426.8,  446.1,  377.1,  338.9,  301.6,  330.3,  407.6,  439.4,  494.4,  577.9,  975.0,  620.3,  935.7,  712.9,1  376.6,1  599.2,1  752.6
Gambia,  14.1,  8.0,  12.9,  11.2,  8.8,  15.0,  18.4,  20.6,  23.7,  49.5,  43.5,  35.5,  42.8,  10.7,  55.5,  53.7,  82.2,  76.5,  70.1,  39.4,  37.1,  36.1,  41.2,  25.5,  35.6,  12.5,-  27.7,  18.4,  51.9,  71.1,  189.9,  248.6,  236.0,  208.4
Ghana,  14.8,  20.0,  22.5,  125.0,  233.0,  106.5,  120.0,  81.8,  167.4,  243.7,  114.9,  89.3,  58.9,  110.0,  139.3,  145.0,  636.0,  855.4,1  220.4,2  897.1,2  527.4,3  237.4,3  293.4,3  226.3,3  357.0,3  192.3,3  485.3,3  255.0,2  989.0,3  879.8,1  875.8,2  612.8,1  510.9,1  354.4
Guinea,  17.9,  38.8,  19.7,  2.7,  0.2,  0.8,  23.8,  17.3,  17.8,  63.5,  9.9,  1.7,  30.0,  82.8,  97.9,  105.0,  125.0,  385.9,  381.9,  0.0,  0.0,  956.1,  0.3,-  131.9,-  73.8,  53.3,1  597.3,  576.5,  353.1,  43.4,  174.0,  200.7,  650.1,  893.2
Guinea-Bissau,  2.0,  2.1,  5.8,  3.3,  0.4,  0.0,  1.0,  11.5,  4.4,  0.7,  0.7,  0.4,  3.5,  3.5,  9.2,  8.0,  17.3,  18.6,  5.1,  17.5,  33.2,  25.0,  6.6,  19.6,  28.9,  18.6,  24.0,  15.7,  20.6,  71.7,  21.0,  18.5,  33.1,  23.8
Liberia,  225.2,  8.4,-  10.9,-  53.6,  17.4,  4.6,-  132.1,  213.8,  190.3,  256.3,  20.8,  8.3,  2.8,  372.2,  75.4,  82.8,  107.9,  131.6,  283.8,  217.8,  450.0,  785.3,  984.6,1  061.3,  276.7,  232.7,  311.7,  247.8,  129.1,  86.7,  738.0,  535.6,  960.2,  744.6
Mali,  5.7,  1.2,-  21.9,  4.2,  17.5,  111.4,  43.4,  69.7,  8.9,  2.2,  82.4,  121.7,  243.8,  132.3,  101.0,  223.8,  83.4,  72.8,  180.3,  748.3,  405.9,  556.1,  397.9,  307.9,  144.2,  275.5,  356.5,  563.2,  467.3,  720.6,  536.9,  639.9,  715.7,  698.0
Mauritania,  6.7,  2.3,  7.0,  16.8,  2.8,  6.8,-  0.4,-  3.3,-  0.3,  15.1,  40.1,  76.7,  67.3,  102.0,  404.1,  811.9,  154.6,  139.4,  342.8,-  3.1,  130.5,  588.7,1  388.6,1  125.7,  501.0,  502.1,  271.2,  587.2,  772.9,  886.9,  930.5,1  063.5,1  418.9,  873.4
Niger,  40.8,  15.2,  56.4,-  34.4,-  11.3,  14.4,  2.3,  16.6,-  1.2,  0.3,  8.4,  22.9,  2.4,  11.5,  20.3,  30.3,  50.5,  129.0,  340.4,  790.8,  940.3,1  065.8,  841.3,  719.3,  823.0,  529.5,  301.3,  338.7,  466.0,  717.1,  360.7,  594.8,  966.0,  966.0
Nigeria,1  002.5,1  123.9,1  156.7,1  878.1,2  287.4,1  271.1,2  190.7,1  642.5,1  210.1,1  177.7,1  309.7,1  277.4,2  040.2,2  171.4,2  127.1,4  978.3,4  897.8,6  086.7,8  248.6,8  649.5,6  099.0,8  914.9,7  127.4,5  608.5,4  693.8,3  064.2,3  453.3,2  413.0,  775.2,2  305.1,2  385.3,3  313.2,  894.8,1  872.5
Senegal,  56.9,-  7.4,  21.5,-  0.7,  66.8,  35.1,  5.5,  176.8,  60.3,  153.2,  62.9,  31.9,  78.1,  52.5,  77.0,  44.6,  220.3,  297.4,  397.6,  320.0,  266.1,  338.2,  276.2,  311.4,  403.1,  409.2,  472.4,  588.3,  847.8,1  065.5,1  845.7,2  588.1,2  928.7,2  641.3
Sierra Leone,  32.4,  7.5,-  5.6,-  7.5,-  2.9,  7.3,  0.7,  1.8,  0.1,  0.5,  39.0,  9.8,  10.4,  8.6,  61.2,  83.2,  58.8,  96.6,  57.6,  110.8,  238.4,  950.5,  722.4,  429.7,  375.1,  252.4,  138.5,  413.7,  250.5,  342.4,  172.7,  212.3,  186.2,  263.0
Togo,  22.7,  5.7,-  13.1,-  7.0,  15.5,  32.1,  14.5,  18.5,  19.5,  31.7,  41.5,  63.6,  53.4,  33.7,  59.4,  77.0,  77.3,  49.2,  23.9,  48.5,  85.8,  711.1,  121.5,  183.6,  54.0,  257.9,-  46.3,  88.6,-  183.4,  345.7,-  59.2,-  136.2,-  173.3,  33.6
Asia,21  932.9,22  921.2,32  481.8,56  836.6,68  232.9,80  676.5,96  558.2,108  028.8,90  617.4,107  118.3,132  385.7,119  982.1,94  114.9,129  971.8,171  867.7,216  235.3,281  388.6,337  173.0,353  379.7,291  249.5,398  134.2,418  554.1,411  836.3,417  765.9,465  324.6,523  335.9,491  687.3,503  522.7,501  858.3,497  788.4,513  069.4,666  541.7,677  829.3,621  143.6
East and South-East Asia,20  919.8,20  321.7,28  501.3,51  956.9,63  476.0,73  937.3,86  988.8,94  839.7,80  610.7,99  648.2,122  026.2,102  411.9,74  499.1,103  043.5,130  409.9,152  493.1,188  233.5,230  986.2,225  214.5,195  399.2,305  081.1,309  930.0,316  051.7,328  462.7,378  233.1,429  248.6,370  997.6,410  303.4,400  933.4,397  182.6,404  822.0,542  477.2,538  249.0,512  530.7
East Asia,8  098.9,6  682.4,15  762.2,35  371.5,42  980.1,45  304.9,54  073.6,58  900.0,59  685.0,68  636.9,100  274.9,80  250.4,58  311.1,72  389.5,92  324.4,109  513.4,123  695.0,152  392.7,175  666.2,153  962.9,192  303.3,224  008.7,202  831.4,208  569.2,248  225.4,313  503.5,258  665.4,253  391.5,254  454.7,232  334.5,285  511.7,334  030.5,315  115.0,286  213.9
China,3  487.1,4  366.3,11  007.5,27  515.0,33  766.5,37  520.5,41  725.5,45  257.0,45  462.8,40  318.7,40  714.8,46  877.6,52  742.9,53  504.7,60  630.0,72  405.7,72  715.0,83  520.9,108  312.4,94  060.7,114  734.2,123  985.0,121  073.1,123  911.2,128  501.6,135  576.6,133  711.4,136  315.1,138  305.9,141  224.6,149  342.3,180  957.2,189  132.4,163  253.5
Democratic People’s Republic of Korea,  6.2,  2.4,  5.7,  5.9,  0.3,  0.0,  2.1,-  0.5,  59.9,-  3.0,-  2.8,-  19.8,  5.6,  57.2,  65.0,-  6.0,-  235.8,  22.1,  171.0,  86.3,  13.6,  103.1,  205.2,  119.7,  64.1,  78.2,  89.3,-  12.8,  2.0,  29.9,  6.3,  18.1,  10.0,  13.3
Mongolia,  0.0,  11.1,  2.0,  7.7,  6.9,  9.8,  15.9,  25.0,  18.9,  30.4,  53.7,  63.0,  77.8,  131.5,  92.9,  187.6,  245.5,  372.8,  844.7,  623.6,1  691.4,4  571.2,4  272.5,2  059.7,  337.8,  94.3,-4  156.4,1  494.4,2  173.7,2  443.3,1  719.1,2  173.4,2  504.3,2  247.6
