"Annex table 6. Value of net cross-border M&As by region/economy of purchaser, 1990–2023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(Millions of dollars),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     Region/economy,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Other developed economies, 13 178.1, 13 133.3,  400.8, 2 283.6, 4 096.5,-  365.1, 9 683.4, 19 869.1, 13 091.7, 34 510.3, 21 360.9, 40 476.3, 3 298.0, 17 854.9, 16 860.4, 30 051.4, 56 061.3, 54 811.5, 89 840.4, 23 683.6, 69 731.4, 89 629.3, 37 633.4, 63 766.7, 70 925.1, 63 957.1, 135 509.4, 91 687.8, 48 834.1, 146 567.5, 31 928.8, 92 842.5, 151 424.5, 58 174.3
Australia,  336.3,  208.5,- 1 296.1,  739.0, 1 573.7,  898.4, 2 998.9, 10 956.3, 1 866.9, 1 817.2, 3 440.8, 23 984.0, 1 342.8, 10 997.1, 10 709.8, 24 813.1, 26 935.0, 43 287.0, 18 069.7,- 3 470.9, 15 629.1, 6 452.9,- 7 017.3,- 5 269.7, 10 205.7, 11 806.3, 9 489.3, 12 050.6,-  626.8, 20 049.6, 6 807.7, 21 925.2, 128 957.0, 14 799.4
Israel,  30.9,  1.2,  84.6,  418.3,  153.6,  89.2,  395.8,  503.6,  568.0,  479.4, 2 234.8,  196.3, 1 381.4, 1 422.7, 3 138.6,  437.0, 10 266.9, 8 165.5, 11 054.3,  183.4, 5 928.7, 8 719.5,- 2 210.0,  875.0, 1 133.5, 3 684.9, 41 737.3,- 1 774.1,  891.7, 4 276.3,  40.4, 2 285.9, 2 147.7,  672.7
Japan, 13 306.2, 12 928.0, 2 942.8,  783.3,  232.1,- 3 501.0, 3 507.2, 3 010.9, 2 617.1,- 1 103.1, 3 107.5, 10 555.2,-  775.3, 2 320.2, 2 461.2, 4 657.6, 17 280.5, 29 607.5, 49 539.1, 17 632.0, 31 271.3, 62 263.4, 37 795.1, 58 275.3, 45 889.1, 50 622.6, 73 398.3, 65 428.1, 36 025.5, 105 778.6, 18 022.3, 59 721.7, 6 231.5, 26 536.3
New Zealand,  23.3,-  515.4,- 1 381.6,  32.8,  45.9,  391.4,  337.1,-  904.3,-  484.2, 2 767.6,  424.1,-  629.9,  456.9,  701.5,-  926.3,-  863.8,-  796.2, 3 781.8, 4 060.5,-  243.2, 4 932.9, 5 063.0,  113.2,  898.5,-  474.6,- 3 934.7,  288.8,  565.5,-  854.1,- 1 670.5,-  194.3,  673.9,  766.7,-  650.6
Republic of Korea,  37.5,  186.6,  10.6,  78.2,  497.0, 1 632.1, 1 763.9, 2 122.2,- 1 379.4,-  528.3, 1 286.4,-  657.7,-  363.1,  587.4,-  11.5,  190.9, 1 076.9, 8 377.3, 5 052.3, 6 601.3, 9 952.0, 4 573.5, 5 713.9, 4 027.0, 3 502.8,  909.1, 4 595.9, 12 645.7, 4 443.4, 7 613.7, 7 648.3,-  712.5, 5 055.9, 4 149.9
Bermuda,-  556.2,  324.5,  40.4,  232.0, 1 594.3,  124.8,  680.4, 4 180.3, 9 903.2, 31 077.5, 10 867.3, 7 028.5, 1 255.3, 1 826.1, 1 488.4,  816.6, 1 298.2,- 38 407.7, 2 064.4, 2 980.9, 2 017.4, 2 557.0, 3 238.4, 4 960.6, 10 668.6,  869.0, 5 999.9, 2 772.0, 8 954.3, 10 519.8,-  395.7, 8 948.3, 8 265.7, 12 666.7
Developing economies, 8 322.9, 4 173.1, 9 565.3, 6 423.3, 9 646.2, 4 314.2, 12 353.8, 11 858.0, 13 834.0, 11 738.7, 59 524.6, 26 124.5, 29 624.3, 15 684.0, 25 409.7, 71 576.7, 109 378.7, 130 392.8, 111 507.7, 73 843.7, 91 887.7, 104 981.8, 119 200.2, 123 796.7, 151 287.6, 129 669.0, 166 681.3, 188 654.6, 92 216.1, 12 976.3, 68 402.5, 40 083.1, 58 225.6, 72 595.2
Africa, 1 296.1,  579.1, 1 926.5,  407.5, 3 578.5,- 2 294.8, 2 215.1,- 1 970.8, 1 092.2,- 1 287.0, 2 937.9, 2 974.8,  693.5,-  443.6,-  170.3, 14 081.7, 15 964.1, 10 439.4, 8 265.8, 2 554.4, 3 792.2, 4 392.8,  628.5, 3 212.4, 5 485.0, 3 532.8, 7 160.6, 1 966.8, 3 651.2,- 33 409.3,- 4 525.0, 2 632.1, 1 253.1,  849.9
North Africa,  209.4,-,  309.3,  54.0,  5.1,  32.6,  7.5,-,  2.9,  38.5,-  1.5,  92.8,-  113.5,  8.6,  7.8, 12 891.8, 5 633.5, 1 401.0, 4 728.8, 1 004.4, 1 470.6,  16.7,  85.4,  459.4,  227.7, 1 752.9,  635.4,  827.4,-  94.4,  43.3,-  599.3,  714.5,  280.0, 1 808.4
Algeria,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-  46.9,-,-,-,-,-,  312.2,  37.8,-,-,  25.3,-  73.5,-,-,-,-,-
Egypt,-,-,-,  18.1,-,  21.8,-,-,-,-  5.9,-  1.5,-,-  113.5,-  421.4,  7.8, 12 891.8, 5 633.5, 1 447.9, 4 677.5,  76.2, 1 091.8,-,-  15.7,-,  189.9, 1 672.1,  311.8,  358.4,-  76.4,-,-  781.5,  225.3,-, 1 497.1
Libya,  209.4,-,  309.3,-,  5.1,-,-,-,  2.9,-,-,  44.8,-,  430.0,-,-,-,-,  51.2,  601.1,  377.0,-,-,-,-,-,-,-,-,-,-,  429.1,-,-
Morocco,-,-,-,  35.8,-,-,  7.5,-,-,  21.3,-,  48.0,-,-,-,-,-,-,-,  323.8,-,  16.7,  101.1,  147.2,-,  80.8,-,  439.0,-,  43.3,-,  60.0,  280.0,  282.0
Sudan,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tunisia,-,-,-,-,-,  10.8,-,-,-,  23.1,-,-,-,-,-,-,-,-,-,  3.4,  1.8,-,-,-,-,-,  323.6,  4.7,  55.5,-,  178.6,-,-,  29.3
Other Africa, 1 086.7,  579.1, 1 617.1,  353.5, 3 573.4,- 2 327.4, 2 207.6,- 1 970.8, 1 089.3,- 1 325.5, 2 939.4, 2 882.1,  807.0,-  452.2,-  178.1, 1 189.9, 10 330.6, 9 038.4, 3 537.0, 1 549.9, 2 321.6, 4 376.1,  543.1, 2 752.9, 5 257.3, 1 779.9, 6 525.2, 1 139.4, 3 745.6,- 33 452.6,- 3 925.7, 1 917.6,  973.1,-  958.5
Central Africa,-,  228.6,-  6.0,-,-,-,-  13.5,-,  0.5,-,-,-,-,-,-,-,-,-  60.9,-,-,-,-,  18.8,  53.5,-,  0.2,-,  36.5,-,-,-,-,-,-
Cameroon,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,  1.0,-,-,-,-,-,-,-,-,-,-
Chad,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Congo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,  52.5,-,-,-,-,-,-,-,-,-,-
"Congo, Democratic Republic of",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-  45.0,-,-,-,-,  18.8,-,-,-,-,  36.5,-,-,-,-,-,-
Equatorial Guinea,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Gabon,-,  228.6,-,-,-,-,-,-,  0.5,-,-,-,-,-,-,-,-,-  15.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Rwanda,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,  0.2,-,-,-,-,-,-,-,-
São Tomé and Principe,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Zaire,-,-,-  6.0,-,-,-,-  13.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
East Africa,-,-,-,-  239.9,-,- 1 695.7,  3.5,  9.7,- 1 186.6,-  146.5,  5.0,  3.0,-  1.3,  9.1,  73.0,  200.9,  215.4,  276.2,  220.9,  29.2,  694.3,-  254.3,-  229.6,  66.3, 1 210.5, 1 559.5,  516.6, 1 867.7,  205.1,  151.6,-  281.8,  172.7,  276.8,  4.5
Djibouti,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Eritrea,-,-,-,-  239.9,-,-,-,-,- 1 193.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ethiopia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Kenya,-,-,-,-,-,-,-,-,-,-,-,-,-,  2.0,-,  11.6,-,-,  18.1,-,-,-  3.0,-,  0.0,  47.7,  167.4,  60.7,-,-,  2.5,  81.6,  36.6,-,  20.5
Madagascar,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,  100.0,-
Mauritius,-,-,-,-,-,-,  3.5,  9.7,  6.8,  1.3,  5.0,  3.0,-  1.3,  0.1,  73.0,  74.6,  215.4,  275.8,  136.3,  16.0,  432.6,-  173.2,-  418.3,  65.4, 1 161.5, 1 149.8,  428.5, 1 851.9,  240.7,  147.4,-  378.1,  138.3,  177.0,  25.4
Reunion,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,  9.0,  3.8,-,-,-,  14.7,-,-,-
Seychelles,-,-,-,-,-,-,-,-,-,-,-,-,-,  7.0,-,  114.8,-,  0.4,  66.5,  13.2,  4.7,-  78.1,  188.7,  0.9,  0.8,  220.3,  23.5,  15.8,-  35.7,  1.6,-,-  2.2,-,-  80.3
Uganda,-,-,-,-,-,- 1 695.7,-,-,-,-  147.8,-,-,-,-,-,-,-,-,-,-,  257.0,-,-,-,-,-,-,-,-,-,-,-,-,  38.9
United Republic of Tanzania,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,  0.5,  13.0,-,-,-,-,-,-,-  0.2,-
Southern Africa, 1 086.7,  369.5, 1 623.2,  591.8, 3 573.6,-  633.7, 2 217.6,- 1 980.4, 2 273.4,- 1 194.8, 2 934.4, 2 873.1,  761.9,  111.5,-  251.1,  967.3, 9 903.7, 8 627.3, 2 877.7, 1 496.0, 1 626.5, 4 276.9,  904.4, 2 370.9, 1 935.8,  555.8, 5 877.4,-  719.5, 3 590.0,- 34 037.2,- 3 708.1, 1 745.9,  689.2,-  981.8
Angola,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,  68.9,-,  39.7,-,-,-,-,-,-,  39.1,-,-
Botswana,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,  87.5,-,-,  3.3,-,-,-  13.6,  10.3,  3.3,-,-  3.0,-,  7.1,-,-,-,  86.2,  7.2,-
Eswatini,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,  6.0,-,-,-,-,-,-,-,  12.0,-,-,-,  46.5,-
Malawi,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,  2.1,-,-,-
Mozambique,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Namibia,-,-,-,-,-,-,  11.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
South Africa, 1 086.7,  459.5, 1 623.2,  591.8, 3 573.6,-  633.7, 2 206.6,- 1 980.4, 2 407.3,- 1 200.3, 2 934.4, 2 573.1,  755.2,  111.5,-  304.7,  880.2, 9 902.7, 8 646.2, 2 873.4, 1 496.5, 1 619.0, 4 290.5,  825.1, 2 367.6, 1 894.9,  558.8, 5 877.4,-  720.8, 3 577.7,- 34 037.2,- 3 727.0, 1 620.5,  662.5,-  981.8
Zambia,-,-,-,-,-,-,-,-,-  150.0,-  0.3,-,-  4.5,-,-,-,-,-,  25.4,-,-,  1.5,-,-,-,-,-,-,-,-,-,-,-,-,-
Zimbabwe,-,-  90.0,-,-,-,-,-,-,  16.2,  5.8,-,  304.5,  6.8,-,  53.6,-  0.4,  1.0,-  44.4,  1.0,-  0.5,-,-,-,-,  1.2,-,-,-  5.7,  0.4,-,  16.8,-,-  27.0,-
West Africa,-,-  19.0,-,  1.7,-  0.3,  2.0,-,-,  2.0,  15.9,-,  6.0,  46.3,-  572.8,-,  21.7,  211.5,  195.9,  438.4,  24.7,  0.8,  353.5,-  150.4,  262.2, 2 111.0,-  335.7,  131.3,-  45.4,-  49.5,  433.0,  64.3,-  1.0,  7.2,  18.7
Benin,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,  74.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Burkina Faso,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,  1.6,-,-,-,-,-,-
Côte d'Ivoire,-,-,-,-,-,-,-,-,  2.0,  15.9,-,-,-,-,-,-,-,-,-,-,-,-,-,  20.0,-,-,-,-  20.8,-,-  39.8,-,  34.3,-,-
Gambia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ghana,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,  0.8,-,-,-  0.5,-,-,-,  4.3,-,-,-,-,-,-
Guinea,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-  69.9,-,-
Liberia,-,-  19.0,-,  1.1,-,-,-,-,-,-,-,-,  46.3,-  572.9,-,-,  137.5,-,-,-,-,-,-,-,-,-,-,-,-,-,  34.1,-,-,-
Mali,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,  2.4,-,-,-,-,-,-,-,-,-,-
Mauritania,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Niger,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-  185.0,-,-,-,-,-,-,-,-,-,-,-
Nigeria,-,-,-,-,-,  2.0,-,-,-,-,-,  6.0,-,  0.1,-,-,-,  195.9,  418.4,  24.7,-,  0.9,  39.8,  240.3, 2 108.8,-  335.7,  122.5,-  30.5,-  49.5,  472.8,  30.2,-,  7.2,  18.7
Senegal,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,  21.7,-,-,-,-,-,-,-,-,-,-,  8.8,-,-,-,-,  34.5,-,-
Sierra Leone,-,-,-,  0.6,-  0.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Togo,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,  20.0,-,-,  352.6,-  5.2,-,  2.2,-,-,-,-,-,-,-,-,-
Asia, 6 040.1, 3 441.2, 2 579.9, 3 727.8, 4 023.3, 3 610.0, 7 431.7, 12 208.9, 7 722.7, 10 405.2, 51 896.5, 20 573.3, 28 790.9, 8 561.4, 14 660.4, 47 651.0, 70 334.5, 90 861.5, 99 575.4, 62 954.9, 71 374.9, 84 203.8, 87 821.6, 104 484.0, 136 678.1, 121 124.9, 159 364.7, 181 140.9, 85 089.6, 37 852.5, 70 098.3, 43 558.6, 57 856.2, 73 795.0
East and South-East Asia, 3 765.1, 2 358.4, 2 676.4, 2 737.9, 4 100.3, 2 761.4, 7 127.3, 10 188.9, 9 887.8, 11 317.9, 49 522.5, 18 091.3, 25 224.6, 7 429.4, 13 561.8, 24 696.9, 27 846.4, 17 014.2, 54 548.2, 34 534.1, 57 265.8, 63 067.2, 72 726.3, 95 155.6, 122 073.8, 104 702.7, 128 777.7, 171 057.2, 81 603.3, 29 370.7, 68 375.4, 32 652.8, 26 104.0, 47 221.4
East Asia, 3 359.5, 1 132.4, 2 600.7, 2 017.3, 1 918.5, 1 213.1, 1 364.9, 6 469.2, 8 852.1, 8 048.8, 41 257.7, 1 223.7, 19 801.1, 1 055.0, 2 820.5, 14 663.5, 18 435.6,- 6 637.1, 35 634.5, 29 918.7, 42 858.4, 46 526.1, 56 147.6, 74 405.6, 104 041.6, 75 164.6, 115 618.9, 154 669.4, 71 091.8, 33 479.8, 44 498.4, 4 357.6,- 6 819.6, 30 692.4
China, 1 340.1,  185.7, 1 052.4,  857.6,  782.9,  97.2,  42.9, 3 117.8, 2 000.1,-  274.3,-  398.3,  90.0, 1 380.5, 1 576.3,  618.2, 6 041.1, 12 208.7, 1 525.6, 35 878.4, 23 401.7, 29 827.9, 36 363.8, 37 907.8, 51 525.7, 39 249.9, 51 116.8, 99 331.1, 130 876.2, 57 397.1, 17 472.4, 32 114.1,  848.7, 9 532.5, 4 024.6
Democratic People’s Republic of Korea,-,-,-,-,-,-,-,-,-,-,  2.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Mongolia,-,-,-,-,-,-,-,  3.0,-,-,-,-,-,-,-,-,-,-,  105.6,-  24.0,-,-,-,-,-,-,-,-,-,  22.8,-,-,-,  14.8
"Hong Kong, China",  632.3,  907.4, 1 408.7, 1 379.3, 1 183.7,  984.2, 1 315.9, 2 876.4, 6 252.1, 7 624.9, 39 865.2, 1 093.4, 18 356.4,-  840.9, 1 816.3, 8 089.9, 5 926.6,- 9 114.6,  493.1, 6 216.7, 13 317.6, 9 915.8, 16 008.6, 22 803.6, 62 982.1, 19 597.6, 11 112.7, 23 685.8, 13 604.2, 14 393.2, 10 852.8, 2 769.5,- 18 226.9, 23 857.2
"Macao, China",-,  39.4,-,-  237.8,-,-,  2.2,  1.2,-,  426.1,-,-,-,  0.4,-  8.3,  2.2,-,-,  0.4,-  579.8,  51.6,-,  10.0,-,  2.7,  42.7,-  318.9,  5.9,-  113.0,  68.2,  90.9,-,-,-
Taiwan Province of China, 1 387.1,-,  139.6,  18.2,-  48.1,  131.7,  3.9,  470.8,  599.9,  272.1, 1 788.8,  40.3,  64.1,  319.2,  394.3,  530.2,  300.3,  951.8,-  843.0,  904.1,-  338.7,  246.5, 2 221.2,  76.2, 1 806.9, 4 407.4, 5 494.0,  101.5,  203.4, 1 523.1, 1 440.6,  739.3, 1 874.8, 2 795.8
South-East Asia,  405.6, 1 226.0,  75.8,  720.6, 2 181.8, 1 548.4, 5 762.4, 3 719.7, 1 035.7, 3 269.1, 8 264.7, 16 867.6, 5 423.5, 6 374.5, 10 741.3, 10 033.4, 9 410.9, 23 651.4, 18 913.8, 4 615.3, 14 407.3, 16 541.1, 16 578.7, 20 750.0, 18 032.3, 29 538.1, 13 158.8, 16 387.8, 10 511.6,- 4 109.0, 23 877.0, 28 295.1, 32 923.6, 16 529.0
Brunei Darussalam,-,-,-,-,-,  31.1,  188.9,-,-,-,-,-,-,  300.8,-,-,  112.0,-,-,  10.1,-,-,-,-,-  1.5,-,-,-,-,-,-,-,-,-
Cambodia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,  0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Indonesia,  194.3,  0.7,-  83.4,  82.2,  287.9,  113.5,  361.0,  757.6,-  316.6,-  192.7,  131.2,-  114.5,  56.1,-  88.2,  294.0,  313.0,  1.7,  473.7,  757.3,- 2 402.0,  186.5,  165.0,  315.3, 2 216.9, 1 169.8, 2 403.9,  173.6, 1 076.1,  349.1,  580.7,  920.0,  6.9,  931.3,  556.7
Lao People's Democratic Republic,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,  29.9,-  2.2,-,-  7.1,-,-
Malaysia,  57.7,  274.3,  105.3,  194.4,  749.2, 1 510.1, 3 490.1,  557.4,  607.3,  460.6,  225.1,  498.4, 3 333.0, 3 612.6,  898.8, 1 972.0, 3 524.2, 3 772.3, 9 110.9, 3 292.2, 2 372.3, 3 379.5, 9 105.5, 2 322.1, 1 047.7, 3 904.1, 1 757.7,-  606.6,  961.5,  848.1,- 1 019.8,-  166.9, 3 420.6, 1 257.3
Myanmar,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,- 1 010.3,-,-,-,-,-,-,-,-,-,-,  0.6,  23.1,-,-,-,-,-
Philippines,-,  1.5,-,  35.0,-  31.8,  85.0,  141.6,  22.7,-  181.0,  157.2,  382.8,  171.0,  0.6,  1.8,  269.9, 1 829.5,  196.0,- 2 513.7,-  150.3,  56.8,  18.6,  479.1,  682.1,  71.4, 3 238.5, 1 484.7,  414.7,  347.9, 1 200.6, 1 069.4,  144.0,-  157.9,  207.3,  165.0
Singapore,  115.5,  949.5,  46.8,  562.2, 1 169.5,-  372.7, 1 439.7, 2 290.3,  811.7, 2 763.1, 7 504.2, 16 100.6, 2 034.8, 2 451.3, 9 278.1, 6 083.4, 6 479.0, 21 753.3, 7 832.4, 2 792.9, 8 962.7, 7 948.4,  795.2, 6 530.8, 14 049.3, 20 532.9, 6 280.5, 12 850.6, 4 255.5,- 11 900.2, 17 252.2, 16 715.7, 19 729.8, 14 639.6
Thailand,  38.0,-,  1.4,-  153.3,  7.1,  181.4,  135.5,  91.6,  114.3,  80.9,  21.5,  212.0,-  1.0,  96.3,  0.4,-  164.6,  100.2,-  81.2, 1 338.7,  865.4, 2 809.8, 4 569.1, 5 659.2, 9 601.8,- 1 498.2, 1 214.2, 4 482.8, 2 692.5, 3 622.8, 5 140.6, 6 580.5, 11 898.9, 8 459.9,-  194.5
Viet Nam,-,-,  5.6,-,-,-,  5.6,-,-,-,-,-,-,-,-,-,  8.1,  247.0,  24.8,-,  57.4,-,  21.5,  7.0,  26.6,-  1.6,  49.5,  26.7,  69.1,  154.5,-,  5.5,  174.7,  105.0
South Asia,  57.6,  0.7,-  67.7,  208.0,  138.5,  35.5,  7.3,  87.6,-  4.0,  33.0,  589.5, 1 876.9,  238.4, 1 134.7,  923.0, 1 939.0, 6 346.1, 28 763.0, 13 375.7,  456.1, 26 626.4, 6 287.7, 2 989.3, 1 923.6, 1 041.8,-  582.3, 8 532.7, 1 211.5, 1 182.1, 5 107.1, 3 100.3, 3 043.2, 3 734.2, 3 748.1
Afghanistan,-,-,  12.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Bangladesh,-,-,-,-,-,  11.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,  0.5,-,-,-,-  4.4,-,-,-,  77.0,-,-,-,-,-
India,  57.6,  0.7,-  80.3,  208.0,  138.5,  25.3,  7.3,  87.6,-  4.0,  33.0,  589.0, 1 874.8,  175.4, 1 134.7,  908.7, 1 939.0, 6 316.1, 28 750.8, 13 369.9,  456.1, 26 642.0, 6 281.7, 2 988.4, 1 922.0, 1 021.2,-  612.5, 8 461.9, 1 211.5, 1 105.1, 5 053.5, 3 705.6, 3 292.4, 3 754.8, 3 748.5
"Iran, Islamic Republic of",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Maldives,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-  2.9,-,-,-,-,-,-,-,-,-,-,-,-,-
Nepal,-,-,-,-,-,-,-,-,-,-,  0.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Pakistan,-,-,-,-,-,-,-,-,-,-,-,  2.1,  63.0,-,  14.3,-,  30.0,-,-,-,-  13.3,-,-,  1.6,-,  11.6,  9.0,-,-,  65.6,-,  54.5,-,-  47.4
Sri Lanka,-,-,-,-,-,-  1.7,-,-,-,-,-,-,-,-,-,-,-,  12.2,  5.8,-,-,  6.0,  0.9,-,  25.0,  18.6,  61.8,-,-,-  12.0,-  605.3,-  303.7,-  20.6,  47.0
West Asia, 2 217.4, 1 082.1,-  28.8,  781.9,-  215.5,  859.9,  265.9, 1 932.4,- 2 151.2,-  940.3, 1 781.1,  605.0, 3 327.9,-  3.0,  188.4, 20 585.2, 34 841.1, 43 251.4, 30 017.8, 27 964.8,- 13 979.3, 6 761.2, 12 137.5, 7 404.8, 13 563.8, 17 003.3, 22 022.1, 8 874.1, 2 304.2, 3 361.3,- 1 256.7, 7 668.8, 28 018.0, 22 979.6
Armenia,-,-,-,-,-,-,-,-,-,-,-  1.9,-,-,-,-,-,-,-,-,-,-,-,  0.1,-,-,-,-,-,-,-,-,-,-,  52.9
Azerbaijan,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,  518.6,-,-,  2.0,  747.8,-,  255.6,-  457.6,  106.3,-,  276.7,  733.7,-  472.3,-  84.0,  4.8,  20.4
Bahrain, 1 536.5,-  53.0,-  11.5,  540.5,-  995.2,-,-, 1 489.8,- 2 824.3,-  718.4,-  176.9,  532.0,  641.1,- 1 172.1,- 1 420.4, 2 177.3, 3 037.5, 1 545.4, 3 451.4,  155.0,- 3 673.8,- 2 723.3,  527.1,  317.2,- 2 131.0,-  649.3,-  705.1,  921.5,-  89.5, 1 576.1,  406.1,  322.2,  752.2,-  11.6
Georgia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-  0.0,  188.4,-,-,-,-,-,-,-,  10.5,-  0.4,-  18.8,-,-
Iraq,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,  33.0,-,-,-,-,-  14.0,  7.6,-,-,-,-,-,-  0.5,-,-,-,-
Jordan,-,-,-,-,-,-,-,-,-,-,  1.2,-,-,-,  8.5,-,  4.1,  45.0,  321.6,-,-  28.8,  37.3,-  2.0,-,-,-,  17.0,-,-,  23.2,  6.7,  28.3,-,-
Kuwait,  329.8,  73.6,-  8.0,-  61.5,-  327.1,-  366.8,-  581.7,  66.7,-  232.5,-  748.2,-  479.7,  25.5,  436.6,  441.5,  857.3, 3 627.3, 2 350.5, 2 002.7, 3 687.6,  440.9,- 10 793.2, 2 077.9,  375.5,  258.1, 1 403.4,  729.3,  376.3,  145.5,-  4.5,  126.9,  526.5,  284.6, 9 320.1,  13.6
Lebanon,-,-,-,  21.2,-,  2.9,  0.1,  53.0,-,-,  1.8,-,-,-,  7.0,  103.1,  715.7,  210.3,-  233.4,  253.5,  25.9,  835.9,  80.1,-,-  62.8,  21.6, 2 470.0,-  598.2,  564.8, 1 019.6,-,-  477.6, 4 986.2,-
Oman,-,-,-,-,-,-,-,  23.0,  55.0,-,-,-,  9.0,  125.0,  6.5,  5.8,  5.1,  78.7,  601.1,  892.6,-  530.0,  221.9,  354.0,-  6.0,  26.4,- 1 043.9,-  104.7, 1 350.3,  78.5,-  723.7,  635.0,  50.4,-  15.6,-
Qatar,-,-,-,-,-,-,  42.0,-,-,-,  2.2,-,-,  14.9,  437.9,  352.6,  127.4, 6 796.6, 6 028.4, 10 275.9,  626.1,-  790.3, 7 970.7, 3 594.2, 4 421.1, 8 838.2, 6 623.9, 1 580.0,  6.3,  814.8,  450.5,-  483.1,  68.3,- 1 609.9
