"Annex table 6. Value of net cross-border M&As by region/economy of purchaser, 1990–2023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(Millions of dollars),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     Region/economy,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Saudi Arabia,  290.8, 1 060.4,-  4.1,  281.6,  630.3, 1 216.8,  350.0,  335.4,  769.4,-  24.9, 1 550.0,  45.6, 2 020.0,  473.0,  78.7, 6 617.1, 5 405.1, 16 010.0, 1 518.1,  121.5, 2 164.7,  107.4,  293.9,  519.9,-  559.7, 3 333.1,  871.3, 1 848.3, 1 417.2, 1 651.2,  14.3,  500.6, 6 090.2, 16 553.8
Syrian Arab Republic,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,  0.8,-,-,-,-,-,-,-,-,-,-
Türkiye,  12.7,-,-,-,-,  18.8,  302.9,  43.2,  4.2,  35.2,  49.3,-,  28.2,  25.6,  109.3,  231.8,  355.7,  767.0, 1 495.2,-,-  37.9,  907.9, 2 011.7,  610.8, 1 973.1,  361.8,  761.1,  164.4,-  736.2,-  725.7,-  12.8, 1 467.4,  42.1,  667.3
United Arab Emirates,  47.7,  1.1,-  5.2,-,  476.5,-  11.9,  152.5,-  78.8,  77.1,  478.6,  835.1,  1.9,  193.0,  89.2,  60.6, 7 470.2, 22 840.0, 15 762.8, 12 629.2, 15 825.4,- 1 732.2, 5 896.1,-  207.2, 2 102.2, 8 237.6, 5 870.1, 11 606.0, 3 462.1,  790.9,- 1 144.9,- 2 810.4, 6 078.9, 6 769.7, 7 293.2
Yemen,-,-,-,-,-,-,-,-,-,  37.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
State of Palestine,-,-,-,-,-,-,-,-,-,-,-,-,-,-,  43.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Central Asia,-,-,-,-,-,-  46.9,  31.3,-,-  10.0,-  5.5,  3.4,-,-,  0.2,-  12.8,  430.0, 1 300.9, 1 832.8, 1 633.6,-, 1 462.1, 8 087.7,-  31.6,-,-  1.3,  1.3,  32.2,-  1.9,-,  13.3,-  120.7,  193.9,-,-  154.2
Kazakhstan,-,-,-,-,-,-  46.9,  31.3,-,-  10.0,-  5.5,  3.4,-,-,-,-  12.8,  430.0, 1 300.9, 1 832.8, 1 633.6,-, 1 462.1, 8 087.7,-  31.6,-,-  1.3,  1.3,  32.2,-  1.9,-,  13.3,-  120.7,  193.9,-,-  154.2
Kyrgyzstan,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Uzbekistan,-,-,-,-,-,-,-,-,-,-,-,-,-,  0.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Latin America and the Caribbean,  986.6,  152.8, 5 058.9, 2 288.0, 2 044.4, 2 977.5, 2 707.0, 1 719.5, 5 019.1, 2 624.4, 4 322.7, 2 576.2,  107.2, 7 565.3, 11 087.0, 9 694.1, 22 926.4, 28 817.0, 2 760.6, 8 160.2, 16 724.7, 16 385.3, 30 734.8, 16 020.5, 7 956.7, 4 953.4,  272.0, 5 426.1, 3 468.8, 5 972.2, 2 829.2,- 6 107.7,-  618.3,- 2 049.6
South and Central America,  986.6,  138.8, 3 313.5, 2 289.0, 2 071.6, 2 647.8, 2 696.0, 1 719.5, 4 456.8, 2 834.5, 4 300.8, 2 112.9,-  38.8, 6 826.6, 10 500.0, 9 290.3, 22 886.9, 28 883.0, 5 200.1, 8 116.7, 16 647.2, 15 048.0, 30 614.8, 16 282.7, 7 771.6, 4 919.4,  285.5, 5 219.3, 3 022.8, 5 664.1, 1 454.5,- 6 152.2, 1 093.3,- 2 573.9
South America,  681.5,  120.3,  122.8, 1 893.9,  901.5, 3 044.0, 1 925.1, 1 297.1, 3 993.3,  180.6,  274.1, 1 250.1,-  159.1, 1 776.0, 9 073.5, 2 451.8, 19 886.7, 12 020.5, 5 980.3, 4 762.8, 13 698.4, 10 312.0, 23 727.7, 12 671.7, 1 881.8, 2 831.2,- 3 175.5, 1 058.2,-  269.5, 3 587.7, 2 754.8,  606.0,-  461.4,- 1 215.7
Argentina,-,  61.6,  7.5,  2.9,  4.8, 1 993.6,  234.2,  600.1, 1 975.2,  338.3,  36.4,  9.3,-  4.8,-  40.8,-  150.7,-  292.7,  159.7,  586.7,  259.5,-  79.7,  513.8,  101.9, 2 753.9,  99.2,  45.6,  509.2,  138.4,  539.6,-  270.1,  419.2,  108.5,-  458.6,  650.3, 1 554.6
"Bolivia, Plurinational State of",-,-,-,-,-,-,  0.3,-,-,-,-,-,  4.0,-,-,-,-,-,-,-,-,-,  2.0,-,-,-,-,-,  3.5,-,-,-,-,-
Brazil,-,  12.5,-  349.9,  155.5,  159.6,  160.1,  223.6,-  73.4,  780.9,  356.0,  239.2, 1 817.5,-  576.7, 1 690.2, 8 534.0, 2 505.3, 18 611.5, 10 794.0, 5 480.3, 2 518.4, 9 029.9, 5 541.3, 7 401.5, 2 955.5,- 2 972.8,- 2 212.1,- 5 870.1,  604.7,- 2 012.7, 1 996.8, 1 283.2, 1 165.1,- 2 039.6,- 3 358.3
Chile,-,-,  233.1,  792.3,  724.1,  805.8, 2 382.8,  418.2,  365.1,-  435.0,-  8.6,-  583.2,  139.0,  123.7,  671.0,-  80.0,  430.9,  466.2,  59.7, 1 700.5,  867.3,  627.7, 10 256.8, 2 771.6,  746.5, 2 319.8, 1 224.2,-  232.6, 1 936.8,  428.8,  716.9,  129.8,  917.9,-  157.5
Colombia,-,-,-,  8.0,  10.2,  31.3,-,  18.3,-  29.3,-  19.6,-,  6.5,  157.5,-,  25.0,  257.5,  678.6, 1 176.9,  15.8,  209.3, 3 210.0, 5 085.4, 3 007.2, 6 540.3, 1 629.3, 2 033.0, 1 311.1,  313.8,  35.0,-  34.4,  593.8,-  194.5,  5.0,-  241.7
Ecuador,-,-,-,-,  22.0,  50.3,-,-,-,-  74.6,-,-,-,-,-,  58.7,-,-,  0.1,-,-,  39.6,-,-,-,-,-,-,-,  164.6,  0.0,  2.1,-,  5.9
Falkland Islands (Malvinas),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Guyana,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,  0.1,  3.0,-,-,-,-,-,-,-,-,-,-,-
Paraguay,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Peru,-,-,-  8.2,-,-  0.3,-,-,  5.0,-,  47.6,  7.1,-,  122.0,-,  18.2,  3.0,  6.0,-,  623.0,  416.6,  70.9,  171.1,  319.1,  225.5, 1 058.3,  177.9,-  6.0,-,  20.8,  503.5,-,-  48.1,  5.0,  969.9
Suriname,-,  1.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Uruguay,-,-,  8.2,-,-,  3.0,-,-,-,-,-,-,-,  2.9,-,-,-,-,-,-,  6.5,  13.0,  0.4,  21.6,  3.0,-,  5.6,-,-,  4.2,  14.4,  10.2,-,-  7.0
"Venezuela, Bolivarian Republic of",  681.5,  44.5,  232.1,  935.2,-  18.9,-,-  915.7,  329.0,  901.5,-  32.0,-,-,-,-,-  24.0,-,-,- 1 003.2,-  458.2,-  2.3,-,- 1 268.0,-  16.2,  58.0, 1 371.9,  3.3,  21.3,-  167.3,  17.1,  105.1,  38.0,-,-,  18.4
Central America,  305.1,  18.5, 3 190.7,  395.1, 1 170.1,-  396.3,  770.8,  422.4,  463.5, 2 653.9, 4 026.7,  862.8,  120.2, 5 050.6, 1 426.6, 6 838.5, 3 000.2, 16 862.5,-  780.2, 3 353.8, 2 948.8, 4 735.9, 6 887.1, 3 611.0, 5 889.9, 2 088.2, 3 461.0, 4 161.0, 3 292.3, 2 076.4,- 1 300.2,- 6 758.1, 1 554.8,- 1 358.1
Belize,-,-,-,  55.0,-,  24.7,-,-,  62.6,  315.5,-,  8.5,-,-,  5.3,-,  3.9,-  43.4,-,  1.8,-,-,-,-,-,  10.0,  17.4,  3.0,-,  5.3,-  26.3,-,-,-  1.4
Costa Rica,-,-,-,-,-,-,-,-,  20.6,-  27.1,-,  20.0,-,  12.5,-,-,  97.0,-  16.1,-,-,-,-,  354.2,  50.0,-,-,-,-,-,-,-,-,-,-
El Salvador,-,-,-,-,-,-,-,-,-,-,  1.0,-,-  0.3,-,-,  15.0,-,  550.0,-,-,-,-,  11.7,-,-,  5.0,-,-,-,-,-,-,-,-
Guatemala,-,-,-,-,-,-,-,  18.0,-,-,-,-,-,-,-,-,-,  140.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,  329.0,  165.2
Honduras,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,  103.5,-,-,-,  40.0,  57.6,-,-,-,-,  43.7
Mexico,  301.5,  18.5, 3 190.7,  340.1, 1 170.1,-  435.5,  761.0,  315.1,  370.2, 2 365.5, 4 030.9,  801.3,  110.1, 5 038.1, 1 417.2, 6 735.2, 2 739.0, 17 628.8,-  189.9, 3 187.5, 2 896.1, 4 273.6, 6 503.6, 3 847.2, 5 371.7, 2 039.7, 3 438.7, 4 123.2, 3 237.9, 2 071.1,- 1 300.0,- 6 756.8, 1 223.3,- 1 565.7
Nicaragua,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Panama,  3.6,-,-,-,-,  14.5,  9.9,  89.3,  10.1,-,-  5.2,  33.0,  10.4,-,  4.1,  88.3,  160.3,- 1 396.8,-  590.3,  164.6,  52.7,  462.4,  17.7,-  389.8,  518.2,  33.5,  4.9,-  5.2,-  3.2,-,  26.1,-  1.4,  2.5,-
Caribbean,-,  14.0, 1 745.4,-  1.0,-  27.2,  329.7,  11.0,-,  562.4,-  210.1,  21.9,  463.2,  146.0,  738.7,  586.9,  403.8,  39.4,-  65.9,- 2 439.5,  43.5,  77.5, 1 337.3,  120.0,-  262.2,  185.1,  34.0,-  13.5,  206.9,  446.0,  308.2, 1 374.6,  44.5,- 1 711.7,  524.3
Cuba,-,-,-,-,  7.5,  341.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,  11.1,-,-,-,-,-, 1 125.3,-,-,-
Dominican Republic,-,-,-,-,-,-,-,-,-,-,-,  8.1,-,-,-  2.7,-,-,  92.5,-,-,-,-,-,-,-,  34.0,-,  165.0,-,  10.5,-,  12.5,-,-
Haiti,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Jamaica,-,-,-,-,-,  4.2,-,-,  194.1,  7.0,  0.9,  32.4,-,-,  7.1,  0.6,  158.1,  103.8,  14.5,  28.1,  0.5,-,-,-,  26.0,-,-,-,  9.5,  247.2,-,-,- 1 828.8,-
Trinidad and Tobago,-,-,  245.4,-,  24.3,-  6.0,-,-,  145.9,-  248.5,  5.0,-,  22.9,-,-,-  129.3,  97.2,-  1.6,-,-  10.1,-,-  15.0,-,-  653.0,  168.0,-,-,-,-,  50.5,-,-,  47.0,-
Guadeloupe,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Martinique,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,  11.1,-,-,-,  245.7,-,-,-
Puerto Rico,-,  14.0, 1 500.0,-  1.0,-  59.0,-  9.5,  11.0,-,  110.1,  31.4,  16.0,  422.8,  123.1,  738.7,  525.5,  511.6,-  215.9,-  260.6,- 2 454.0,  21.8,  77.0,  202.3,  120.0,-  9.2,-  20.0,-,  15.5,  41.9,-  48.5,-,  3.6,  32.0,  70.1,  524.3
US Virgin Islands,-,-,-,-,-,-,-,-,  112.3,-,-,-,-,-,  57.0,  20.9,-,-,-,  3.7,-, 1 150.0,-,  400.0,-,-,-  40.0,-,  485.0,-,-,-,-,-
Oceania,-,-,-,-,-,  21.6,-,-  99.7,-,-  3.9,  367.5,  0.2,  32.8,  0.9,-  167.4,  149.9,  153.8,  274.8,  905.9,  174.3,-  4.1,-,  15.2,  79.8, 1 167.8,  58.0,-  116.0,  120.7,  6.5, 2 560.9,-,-,-  265.4,-
American Samoa,-,-,-,-,-,-,-,-,-,-,-,-,-,  0.9,-,-,-,-,-,-,-,-,-  28.5,  85.5,  130.6,-  12.7,  9.0,  4.3,  6.5,  84.3,-,-,-  17.3,-
Cook Islands,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Fiji,-,-,-,-,-,-,-,-,-,  0.5,-,-,  28.0,-,  1.9,-,-,-,-,-,-,-,-,  1.6,-,-,-,-,-,-,-,-,-,-
Guam,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,  150.0,-,-,-,-,-,-,-,-,-,-,-  125.0,-,-,-,-,-,-,-
Kiribati,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-  30.1,-,-,-,-,-,-
Marshall Islands (the),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,  136.2,  0.3,-,-,-,  3.1,-  78.7,-,-,  185.0,-, 2 509.5,-,-,-,-
"Micronesia, Federated States of",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,  3.6,-,-,-,-,-,-,-,-,-,-
Nauru,-,-,-,-,-,-,-,-  99.7,-,-,-  61.0,-,-,-,-  169.3,-  3.0,-,-,-,  172.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Niue,-,-,-,-,-,-,-,-,-,-,-  5.6,  0.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Norfolk Island,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,  90.0,-,-,-,-,-,  0.1,-,-,-,-,-,-,-,-,-,-,-
Northern Mariana Islands,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Papua New Guinea,-,-,-,-,-,  12.5,-,-,-,-,  434.1,-,-,-,-,-,-,  274.8, 1 051.2,-,-  4.1,-,-,-, 1 115.9,  70.7,-,-,-,-,-,-,-,-
Samoa,-,-,-,-,-,-,-,-,-,-  4.5,-,-,  4.8,-,-,-,  63.8,-,-  324.1,-,-,-,-,-  14.1,-,-,-,-  38.5,-,-  32.9,-,-,-  358.4,-
Tokelau,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,  0.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tuvalu,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,  42.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Vanuatu,-,-,-,-,-,  9.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Wallis and Futuna Islands,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
French Polynesia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,  1.3,-,-,  43.7,-,-,-,-,-,-,-,-,-,  110.2,-
New Caledonia,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,  2.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Unspecified, 4 599.4, 5 337.9, 2 554.0, 1 612.5, 1 674.9, 1 206.3, 1 623.4, 2 745.4, 3 895.3, 3 789.0, 1 988.2, 6 098.7, 2 841.8, 4 411.0, 3 598.5, 6 843.4, 8 903.0, 9 668.6, 12 645.2, 8 157.7, 16 232.0, 7 158.0, 10 872.1, 10 935.9, 24 877.3, 12 016.7, 12 791.3, 14 755.4, 15 452.1, 15 078.1, 13 256.2, 24 719.2, 14 479.3, 9 825.6
Multi-National,-,-,-,-,-,-,  29.1,-,  18.1,-,  575.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Supranational,  401.4,  523.3,  956.9,  990.3,  915.3, 3 061.3, 1 424.6, 2 053.1, 5 624.3, 1 565.8, 1 030.0, 2 386.8,  116.0, 1 706.5, 9 613.9, 3 316.5,  443.0,  92.3,  0.3,  12.2,  347.9,  0.0,-,-,-,-,-,-,-,-,-  17.6,  4.4,-,-
Memorandum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Least developed countries (LDCs),-,-  19.0,  12.6,-  238.3,-  0.3,- 1 683.8,-,-,- 1 343.4,-  110.8,  0.5,-  4.5,  46.3,-  572.9,  0.0,  21.7,-  798.8,-  19.6,  62.6,-,  259.0,  352.6,-  102.4,  2.4,  38.0,  13.2,  8.8,  8.7,  130.0,-  2.2,  36.3,-  3.3,  99.8,  38.9
Landlocked countries (LLCs),-,-  90.0,  12.6,-,-,- 1 742.6,  31.6,  3.0,-  143.8,-  147.9,  2.0,  300.0,  26.5,  0.2,  40.8,  517.1, 1 301.9, 1 813.9, 2 262.2,-  24.5, 1 726.6, 8 076.1,  543.6,  5.7,  269.9,-  459.1,  138.5,  1.1,  322.5,  767.6,-  569.8,  235.6,  33.2,-  27.2
Small island developing states (SIDS),  3.0,-,  6.0,  2.0,  4.0,  8.0,  9.0,  4.0,  17.0,  9.0,  6.0,  14.0,  8.0,  15.0,  7.0,  32.0,  37.0,  27.0,  28.0,  25.0,  22.0,  5.0,  20.0,  27.0,  34.0,  33.0,  23.0,  31.0,  24.0,  15.0,  1.0,  12.0,  19.0,  3.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Source: UNCTAD cross-border M&A database (www.unctad.org/fdistatistics).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note: All values and numbers referring to cross-border M&As in the World Investment Report 2024 (WIR24) and its web annex tables are presented on a net basis. Net cross-border M&As are calculated considering sales of companies in a host economy to foreign MNEs. They exclude sales of foreign affiliates (already owned by foreign MNEs) to other foreign MNEs. Divestments (sales of foreign affiliates to domestic firms) are subtracted from the value (number). Totals exclude the financial centres in the Caribbean.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
